vehicle_id,timestamp,speed,heading,jerk_score,overspeed_flag,control_loss_flag
4104,2025-05-21 01:56:28.842822,70.74,210.2,0.68,0,0
1339,2025-05-21 01:56:33.842822,83.9,285.93,0.63,1,0
5961,2025-05-21 01:56:38.842822,68.09,123.12,0.59,0,0
6884,2025-05-21 01:56:43.842822,66.32,271.58,0.44,0,0
3451,2025-05-21 01:56:48.842822,27.71,305.91,0.82,0,1
1601,2025-05-21 01:56:53.842822,82.99,142.59,0.46,1,0
2181,2025-05-21 01:56:58.842822,77.37,104.99,0.77,0,0
5187,2025-05-21 01:57:03.842822,76.1,7.4,0.59,0,0
3430,2025-05-21 01:57:08.842822,96.81,73.75,0.23,1,0
2169,2025-05-21 01:57:13.842822,63.75,8.1,0.53,0,0
7230,2025-05-21 01:57:18.842822,47.13,164.28,0.72,0,0
4692,2025-05-21 01:57:23.842822,91.28,74.53,0.52,1,0
7003,2025-05-21 01:57:28.842822,55.88,226.41,0.49,0,0
7429,2025-05-21 01:57:33.842822,69.46,275.29,0.6,0,0
6348,2025-05-21 01:57:38.842822,49.41,238.79,0.18,0,0
9866,2025-05-21 01:57:43.842822,48.01,12.65,0.21,0,0
3262,2025-05-21 01:57:48.842822,74.36,50.24,0.51,0,0
5221,2025-05-21 01:57:53.842822,61.91,328.86,0.56,0,0
8748,2025-05-21 01:57:58.842822,65.67,35.06,0.1,0,0
1579,2025-05-21 01:58:03.842822,42.06,269.53,0.65,0,0
8609,2025-05-21 01:58:08.842822,100.49,258.53,0.56,1,0
6229,2025-05-21 01:58:13.842822,55.71,238.64,-0.0,0,0
6632,2025-05-21 01:58:18.842822,74.62,239.38,0.53,0,0
2761,2025-05-21 01:58:23.842822,77.21,217.3,0.55,0,0
5670,2025-05-21 01:58:28.842822,57.12,240.19,0.74,0,0
6924,2025-05-21 01:58:33.842822,85.79,1.75,0.46,1,0
8199,2025-05-21 01:58:38.842822,55.03,137.74,0.1,0,0
9626,2025-05-21 01:58:43.842822,96.06,342.55,0.84,1,1
8505,2025-05-21 01:58:48.842822,48.89,23.31,0.69,0,0
9024,2025-05-21 01:58:53.842822,55.21,238.33,0.32,0,0
6851,2025-05-21 01:58:58.842822,72.71,28.45,0.5,0,0
5800,2025-05-21 01:59:03.842822,76.38,182.04,0.48,0,0
6327,2025-05-21 01:59:08.842822,42.25,274.55,0.48,0,0
3907,2025-05-21 01:59:13.842822,56.23,43.47,0.39,0,0
2965,2025-05-21 01:59:18.842822,65.33,255.93,0.87,0,1
1567,2025-05-21 01:59:23.842822,66.46,281.62,0.19,0,0
7490,2025-05-21 01:59:28.842822,60.59,283.73,0.4,0,0
3085,2025-05-21 01:59:33.842822,78.02,257.13,0.32,0,0
2439,2025-05-21 01:59:38.842822,56.32,82.1,0.7,0,0
2153,2025-05-21 01:59:43.842822,63.44,350.39,0.29,0,0
3915,2025-05-21 01:59:48.842822,88.47,196.69,0.63,1,0
5854,2025-05-21 01:59:53.842822,76.21,304.04,0.39,0,0
6820,2025-05-21 01:59:58.842822,62.22,79.58,0.65,0,0
9906,2025-05-21 02:00:03.842822,58.99,227.58,0.55,0,0
8549,2025-05-21 02:00:08.842822,72.89,227.99,0.48,0,0
2135,2025-05-21 02:00:13.842822,44.04,340.29,0.63,0,0
3326,2025-05-21 02:00:18.842822,76.5,206.66,0.45,0,0
3932,2025-05-21 02:00:23.842822,72.52,236.24,0.05,0,0
2099,2025-05-21 02:00:28.842822,75.86,79.49,0.56,0,0
7575,2025-05-21 02:00:33.842822,74.56,27.46,0.48,0,0
4726,2025-05-21 02:00:38.842822,86.8,107.93,0.83,1,1
3007,2025-05-21 02:00:43.842822,68.73,189.55,0.46,0,0
6806,2025-05-21 02:00:48.842822,70.72,122.92,0.41,0,0
3876,2025-05-21 02:00:53.842822,72.88,222.19,0.07,0,0
6781,2025-05-21 02:00:58.842822,65.15,348.28,0.59,0,0
1620,2025-05-21 02:01:03.842822,40.21,216.91,0.48,0,0
6486,2025-05-21 02:01:08.842822,70.86,326.99,0.31,0,0
8549,2025-05-21 02:01:13.842822,65.93,241.39,0.5,0,0
6398,2025-05-21 02:01:18.842822,62.87,336.67,0.62,0,0
8293,2025-05-21 02:01:23.842822,79.67,241.06,0.6,0,0
3184,2025-05-21 02:01:28.842822,55.82,111.59,0.56,0,0
4988,2025-05-21 02:01:33.842822,60.53,9.86,0.25,0,0
5187,2025-05-21 02:01:38.842822,73.99,202.25,0.52,0,0
6702,2025-05-21 02:01:43.842822,81.63,344.9,0.19,1,0
9350,2025-05-21 02:01:48.842822,55.25,348.47,0.54,0,0
9736,2025-05-21 02:01:53.842822,30.04,118.11,0.37,0,0
5352,2025-05-21 02:01:58.842822,66.84,354.13,0.09,0,0
8455,2025-05-21 02:02:03.842822,47.95,137.44,0.69,0,0
4992,2025-05-21 02:02:08.842822,74.5,92.35,0.37,0,0
6549,2025-05-21 02:02:13.842822,31.07,42.89,0.49,0,0
2866,2025-05-21 02:02:18.842822,78.99,126.75,0.62,0,0
3269,2025-05-21 02:02:23.842822,75.78,53.87,0.33,0,0
7573,2025-05-21 02:02:28.842822,73.79,59.11,0.65,0,0
3520,2025-05-21 02:02:33.842822,38.51,258.99,0.5,0,0
2228,2025-05-21 02:02:38.842822,71.62,300.94,0.72,0,0
5544,2025-05-21 02:02:43.842822,62.75,309.45,0.83,0,1
9011,2025-05-21 02:02:48.842822,36.75,190.58,0.45,0,0
5355,2025-05-21 02:02:53.842822,59.1,199.68,0.59,0,0
3491,2025-05-21 02:02:58.842822,71.48,216.24,1.07,0,1
8562,2025-05-21 02:03:03.842822,58.48,189.3,0.55,0,0
3841,2025-05-21 02:03:08.842822,42.25,230.19,0.6,0,0
9124,2025-05-21 02:03:13.842822,50.33,156.05,0.64,0,0
3064,2025-05-21 02:03:18.842822,57.46,65.04,0.45,0,0
5490,2025-05-21 02:03:23.842822,55.19,236.2,0.86,0,1
1065,2025-05-21 02:03:28.842822,66.8,244.02,0.63,0,0
4180,2025-05-21 02:03:33.842822,48.8,71.42,0.29,0,0
8845,2025-05-21 02:03:38.842822,90.21,217.78,0.52,1,0
7207,2025-05-21 02:03:43.842822,63.51,337.0,0.46,0,0
2566,2025-05-21 02:03:48.842822,108.6,162.36,0.42,1,0
3205,2025-05-21 02:03:53.842822,53.27,223.3,0.22,0,0
7596,2025-05-21 02:03:58.842822,55.66,336.98,0.64,0,0
4576,2025-05-21 02:04:03.842822,44.98,276.77,0.73,0,0
2603,2025-05-21 02:04:08.842822,66.1,146.47,0.5,0,0
5577,2025-05-21 02:04:13.842822,44.65,160.3,0.45,0,0
9164,2025-05-21 02:04:18.842822,68.82,106.9,0.44,0,0
8161,2025-05-21 02:04:23.842822,86.67,322.7,0.52,1,0
5604,2025-05-21 02:04:28.842822,49.79,232.27,0.62,0,0
4583,2025-05-21 02:04:33.842822,69.97,114.55,0.54,0,0
5630,2025-05-21 02:04:38.842822,78.82,355.83,0.7,0,0
6725,2025-05-21 02:04:43.842822,81.09,200.63,0.54,1,0
6109,2025-05-21 02:04:48.842822,86.12,61.51,0.76,1,0
3354,2025-05-21 02:04:53.842822,69.51,34.12,0.29,0,0
3182,2025-05-21 02:04:58.842822,51.09,205.14,0.36,0,0
2483,2025-05-21 02:05:03.842822,51.15,78.29,0.3,0,0
5824,2025-05-21 02:05:08.842822,103.7,323.21,0.93,1,1
7730,2025-05-21 02:05:13.842822,78.64,112.34,0.8,0,0
2046,2025-05-21 02:05:18.842822,72.92,260.43,0.36,0,0
2746,2025-05-21 02:05:23.842822,81.21,67.92,0.49,1,0
4585,2025-05-21 02:05:28.842822,43.37,231.31,0.55,0,0
1133,2025-05-21 02:05:33.842822,58.03,28.2,0.88,0,1
2421,2025-05-21 02:05:38.842822,48.23,84.9,0.49,0,0
1829,2025-05-21 02:05:43.842822,54.76,134.17,0.21,0,0
6679,2025-05-21 02:05:48.842822,61.01,15.53,0.61,0,0
8725,2025-05-21 02:05:53.842822,71.81,224.94,0.07,0,0
2451,2025-05-21 02:05:58.842822,70.78,275.51,0.69,0,0
3466,2025-05-21 02:06:03.842822,52.84,155.2,0.47,0,0
1082,2025-05-21 02:06:08.842822,68.97,70.92,0.29,0,0
6598,2025-05-21 02:06:13.842822,59.87,302.21,0.31,0,0
6934,2025-05-21 02:06:18.842822,85.95,55.15,0.26,1,0
3857,2025-05-21 02:06:23.842822,60.79,106.63,0.57,0,0
6109,2025-05-21 02:06:28.842822,62.84,96.06,0.52,0,0
1450,2025-05-21 02:06:33.842822,77.01,196.71,0.45,0,0
2874,2025-05-21 02:06:38.842822,79.44,102.73,0.42,0,0
2088,2025-05-21 02:06:43.842822,60.82,84.32,0.46,0,0
9022,2025-05-21 02:06:48.842822,66.93,83.97,0.33,0,0
3847,2025-05-21 02:06:53.842822,81.42,147.39,0.66,1,0
2852,2025-05-21 02:06:58.842822,67.4,255.95,0.54,0,0
1399,2025-05-21 02:07:03.842822,56.13,260.17,-0.02,0,0
4430,2025-05-21 02:07:08.842822,67.43,150.31,0.65,0,0
8381,2025-05-21 02:07:13.842822,59.58,310.96,0.14,0,0
4453,2025-05-21 02:07:18.842822,67.26,358.76,0.45,0,0
9849,2025-05-21 02:07:23.842822,77.97,170.1,0.53,0,0
8154,2025-05-21 02:07:28.842822,74.82,36.07,0.88,0,1
4742,2025-05-21 02:07:33.842822,51.27,31.3,0.77,0,0
6037,2025-05-21 02:07:38.842822,67.03,2.0,0.28,0,0
8492,2025-05-21 02:07:43.842822,55.7,65.07,0.34,0,0
8145,2025-05-21 02:07:48.842822,74.84,135.23,0.31,0,0
6853,2025-05-21 02:07:53.842822,44.34,310.02,0.4,0,0
2798,2025-05-21 02:07:58.842822,59.37,23.36,0.32,0,0
6780,2025-05-21 02:08:03.842822,51.21,74.02,0.83,0,1
3304,2025-05-21 02:08:08.842822,86.5,229.3,0.5,1,0
2898,2025-05-21 02:08:13.842822,68.71,6.68,0.36,0,0
8258,2025-05-21 02:08:18.842822,76.14,171.38,0.14,0,0
6222,2025-05-21 02:08:23.842822,86.93,67.49,0.45,1,0
3409,2025-05-21 02:08:28.842822,57.88,23.78,0.28,0,0
2463,2025-05-21 02:08:33.842822,73.47,53.88,0.23,0,0
3981,2025-05-21 02:08:38.842822,76.36,27.68,0.84,0,1
7862,2025-05-21 02:08:43.842822,47.96,70.94,0.23,0,0
5097,2025-05-21 02:08:48.842822,47.35,10.45,0.54,0,0
3611,2025-05-21 02:08:53.842822,73.86,154.28,0.5,0,0
5259,2025-05-21 02:08:58.842822,82.67,315.04,0.63,1,0
2660,2025-05-21 02:09:03.842822,51.27,108.03,0.42,0,0
5278,2025-05-21 02:09:08.842822,65.44,217.15,0.35,0,0
6459,2025-05-21 02:09:13.842822,32.48,253.59,0.39,0,0
2068,2025-05-21 02:09:18.842822,59.1,33.46,0.66,0,0
6152,2025-05-21 02:09:23.842822,66.81,30.11,0.28,0,0
2638,2025-05-21 02:09:28.842822,70.84,195.46,0.4,0,0
9554,2025-05-21 02:09:33.842822,62.98,15.7,0.27,0,0
3183,2025-05-21 02:09:38.842822,67.59,321.02,0.6,0,0
2181,2025-05-21 02:09:43.842822,76.1,271.25,0.68,0,0
1536,2025-05-21 02:09:48.842822,60.4,107.53,0.61,0,0
5339,2025-05-21 02:09:53.842822,63.32,187.8,0.9,0,1
3952,2025-05-21 02:09:58.842822,31.57,146.34,0.83,0,1
8089,2025-05-21 02:10:03.842822,77.76,151.48,0.22,0,0
4059,2025-05-21 02:10:08.842822,74.58,284.34,0.32,0,0
1613,2025-05-21 02:10:13.842822,83.81,101.66,0.86,1,1
7185,2025-05-21 02:10:18.842822,58.63,7.25,0.65,0,0
5954,2025-05-21 02:10:23.842822,75.92,309.06,0.28,0,0
5773,2025-05-21 02:10:28.842822,74.22,64.4,0.38,0,0
2776,2025-05-21 02:10:33.842822,51.01,313.9,0.58,0,0
4476,2025-05-21 02:10:38.842822,53.66,289.78,0.22,0,0
8867,2025-05-21 02:10:43.842822,66.44,42.48,0.57,0,0
1269,2025-05-21 02:10:48.842822,68.31,191.91,0.12,0,0
6933,2025-05-21 02:10:53.842822,78.28,319.4,0.53,0,0
7194,2025-05-21 02:10:58.842822,58.52,313.06,0.36,0,0
7075,2025-05-21 02:11:03.842822,45.67,272.49,0.44,0,0
7299,2025-05-21 02:11:08.842822,55.79,167.74,0.85,0,1
7360,2025-05-21 02:11:13.842822,57.27,122.76,0.17,0,0
9702,2025-05-21 02:11:18.842822,28.49,180.34,0.37,0,0
2427,2025-05-21 02:11:23.842822,86.28,151.28,0.64,1,0
7789,2025-05-21 02:11:28.842822,47.49,271.86,0.4,0,0
1890,2025-05-21 02:11:33.842822,55.19,72.23,0.17,0,0
5929,2025-05-21 02:11:38.842822,50.91,150.5,0.36,0,0
5475,2025-05-21 02:11:43.842822,75.61,184.76,0.43,0,0
6803,2025-05-21 02:11:48.842822,48.32,110.7,0.39,0,0
2376,2025-05-21 02:11:53.842822,65.19,284.16,0.55,0,0
8933,2025-05-21 02:11:58.842822,81.68,296.41,1.2,1,1
5417,2025-05-21 02:12:03.842822,50.58,20.73,0.5,0,0
1382,2025-05-21 02:12:08.842822,81.13,117.08,0.44,1,0
7340,2025-05-21 02:12:13.842822,82.43,281.27,0.52,1,0
4435,2025-05-21 02:12:18.842822,25.28,52.01,0.37,0,0
6336,2025-05-21 02:12:23.842822,91.42,335.14,0.37,1,0
2765,2025-05-21 02:12:28.842822,60.05,321.31,0.6,0,0
2776,2025-05-21 02:12:33.842822,70.39,105.22,0.28,0,0
8786,2025-05-21 02:12:38.842822,68.23,325.06,0.53,0,0
2534,2025-05-21 02:12:43.842822,71.57,65.21,0.29,0,0
1608,2025-05-21 02:12:48.842822,48.27,327.12,0.65,0,0
4046,2025-05-21 02:12:53.842822,86.5,46.61,0.17,1,0
4538,2025-05-21 02:12:58.842822,65.38,325.71,0.77,0,0
2976,2025-05-21 02:13:03.842822,60.22,150.47,0.36,0,0
4471,2025-05-21 02:13:08.842822,86.46,295.96,0.63,1,0
7469,2025-05-21 02:13:13.842822,58.84,324.34,0.32,0,0
6934,2025-05-21 02:13:18.842822,55.68,348.6,0.29,0,0
3168,2025-05-21 02:13:23.842822,59.19,51.59,0.79,0,0
9158,2025-05-21 02:13:28.842822,40.95,314.83,0.84,0,1
2222,2025-05-21 02:13:33.842822,50.31,221.27,0.33,0,0
1316,2025-05-21 02:13:38.842822,46.73,56.07,0.53,0,0
8028,2025-05-21 02:13:43.842822,87.06,175.86,0.96,1,1
7326,2025-05-21 02:13:48.842822,78.62,225.68,0.74,0,0
3980,2025-05-21 02:13:53.842822,65.57,204.91,0.44,0,0
2200,2025-05-21 02:13:58.842822,57.04,290.93,0.59,0,0
8150,2025-05-21 02:14:03.842822,39.39,219.89,0.54,0,0
8643,2025-05-21 02:14:08.842822,69.8,356.18,0.56,0,0
3842,2025-05-21 02:14:13.842822,63.49,273.99,0.69,0,0
1524,2025-05-21 02:14:18.842822,53.09,19.48,0.48,0,0
6758,2025-05-21 02:14:23.842822,71.22,276.71,0.37,0,0
4546,2025-05-21 02:14:28.842822,57.99,2.65,0.89,0,1
4991,2025-05-21 02:14:33.842822,73.76,244.68,0.67,0,0
7358,2025-05-21 02:14:38.842822,62.14,313.16,0.71,0,0
5204,2025-05-21 02:14:43.842822,98.86,243.53,0.48,1,0
9360,2025-05-21 02:14:48.842822,43.65,37.66,0.67,0,0
8787,2025-05-21 02:14:53.842822,89.85,251.2,0.5,1,0
1233,2025-05-21 02:14:58.842822,40.98,212.07,0.85,0,1
2613,2025-05-21 02:15:03.842822,78.83,317.04,0.66,0,0
1005,2025-05-21 02:15:08.842822,47.51,37.8,0.7,0,0
6723,2025-05-21 02:15:13.842822,67.38,214.68,0.54,0,0
2098,2025-05-21 02:15:18.842822,74.71,115.6,0.69,0,0
7072,2025-05-21 02:15:23.842822,60.77,42.32,0.73,0,0
2728,2025-05-21 02:15:28.842822,65.93,359.02,0.55,0,0
1893,2025-05-21 02:15:33.842822,91.27,87.74,0.69,1,0
8942,2025-05-21 02:15:38.842822,70.31,277.81,0.8,0,0
4179,2025-05-21 02:15:43.842822,56.3,83.08,0.19,0,0
6281,2025-05-21 02:15:48.842822,76.53,47.29,0.71,0,0
3318,2025-05-21 02:15:53.842822,66.17,297.86,0.55,0,0
8486,2025-05-21 02:15:58.842822,83.17,211.32,0.65,1,0
4437,2025-05-21 02:16:03.842822,86.16,19.81,0.69,1,0
3557,2025-05-21 02:16:08.842822,71.05,206.83,0.6,0,0
2167,2025-05-21 02:16:13.842822,43.84,280.26,0.6,0,0
4589,2025-05-21 02:16:18.842822,75.97,206.63,0.01,0,0
3332,2025-05-21 02:16:23.842822,42.25,247.12,0.29,0,0
1171,2025-05-21 02:16:28.842822,89.41,135.87,0.31,1,0
9092,2025-05-21 02:16:33.842822,73.66,94.97,0.52,0,0
3046,2025-05-21 02:16:38.842822,67.61,173.05,0.6,0,0
6637,2025-05-21 02:16:43.842822,64.86,62.65,0.27,0,0
9875,2025-05-21 02:16:48.842822,55.52,123.85,0.3,0,0
1635,2025-05-21 02:16:53.842822,61.26,169.55,0.44,0,0
8393,2025-05-21 02:16:58.842822,61.58,281.58,0.65,0,0
7608,2025-05-21 02:17:03.842822,44.32,7.62,0.87,0,1
7682,2025-05-21 02:17:08.842822,70.04,10.83,0.4,0,0
1411,2025-05-21 02:17:13.842822,73.2,284.21,0.5,0,0
9488,2025-05-21 02:17:18.842822,83.76,170.66,0.2,1,0
9300,2025-05-21 02:17:23.842822,49.65,322.4,0.71,0,0
7545,2025-05-21 02:17:28.842822,81.3,103.38,0.57,1,0
8719,2025-05-21 02:17:33.842822,61.19,140.42,0.52,0,0
1877,2025-05-21 02:17:38.842822,95.33,52.12,0.06,1,0
8327,2025-05-21 02:17:43.842822,82.54,200.44,0.36,1,0
2409,2025-05-21 02:17:48.842822,68.02,138.78,0.59,0,0
6539,2025-05-21 02:17:53.842822,57.97,200.01,0.56,0,0
4296,2025-05-21 02:17:58.842822,74.15,177.45,0.41,0,0
2392,2025-05-21 02:18:03.842822,68.39,211.73,0.19,0,0
6618,2025-05-21 02:18:08.842822,67.26,189.56,0.49,0,0
8645,2025-05-21 02:18:13.842822,77.7,0.84,0.24,0,0
5342,2025-05-21 02:18:18.842822,73.61,196.75,0.77,0,0
1883,2025-05-21 02:18:23.842822,74.24,144.55,0.06,0,0
8689,2025-05-21 02:18:28.842822,86.14,298.57,0.1,1,0
1981,2025-05-21 02:18:33.842822,68.11,22.57,0.41,0,0
4401,2025-05-21 02:18:38.842822,57.42,111.17,0.67,0,0
7237,2025-05-21 02:18:43.842822,98.33,52.8,0.72,1,0
6561,2025-05-21 02:18:48.842822,54.42,207.18,0.38,0,0
5830,2025-05-21 02:18:53.842822,55.76,305.57,0.6,0,0
6938,2025-05-21 02:18:58.842822,63.51,272.6,0.21,0,0
1149,2025-05-21 02:19:03.842822,53.42,349.34,0.42,0,0
8566,2025-05-21 02:19:08.842822,82.32,109.45,0.5,1,0
1140,2025-05-21 02:19:13.842822,38.89,308.71,0.58,0,0
2664,2025-05-21 02:19:18.842822,68.89,26.76,0.36,0,0
1695,2025-05-21 02:19:23.842822,23.71,221.3,0.24,0,0
5492,2025-05-21 02:19:28.842822,67.19,71.37,0.62,0,0
5466,2025-05-21 02:19:33.842822,64.6,267.98,0.52,0,0
8429,2025-05-21 02:19:38.842822,30.52,163.56,0.37,0,0
3929,2025-05-21 02:19:43.842822,78.29,193.38,0.27,0,0
6901,2025-05-21 02:19:48.842822,65.98,2.84,0.54,0,0
1793,2025-05-21 02:19:53.842822,58.2,221.02,0.59,0,0
5548,2025-05-21 02:19:58.842822,86.33,72.75,0.81,1,1
6335,2025-05-21 02:20:03.842822,59.51,55.56,0.25,0,0
4993,2025-05-21 02:20:08.842822,65.81,333.14,0.41,0,0
3048,2025-05-21 02:20:13.842822,59.29,3.05,0.29,0,0
3571,2025-05-21 02:20:18.842822,61.04,305.42,0.54,0,0
4327,2025-05-21 02:20:23.842822,69.91,311.82,0.59,0,0
